,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
drug_fingerprint_bit_108,-0.0007233060716819934,0.004917840167876578,-0.009299257614884173,0.007023179397181615,0.00025452719114824876,0.057138603527811034,0.02950505396364436,-0.003502660993151664,-0.00010707315872227688,-0.0013507692696636594,0.00012643336533967788,-0.011258975225345094,0.0063206964805189786,0.007957814811146106,-0.001212872528038408
drug_fingerprint_bit_110,-0.00091066679161069,0.006613744701502543,0.001339929980715305,-0.016369885844816714,-0.014593581169667936,0.054166323694617,-0.08082959676978804,-0.013076590118480457,0.002157761079864881,-0.0017582995441859663,0.00018667770449454986,-0.010955237383015294,-0.00710703627425255,0.0038383664990236125,0.013880463023596232
drug_fingerprint_bit_113,-0.0006324367293850116,0.0035818798106576058,-0.012177472712725968,-0.022271108430448674,0.00022597555180101905,0.05897694860098673,-0.013909094510482462,-0.010198555132261738,0.001041055902000084,-0.0016849649779784796,0.0001511795861784372,0.006222628853243,0.008333329426510978,0.025053170837213423,0.013514103506048791
drug_fingerprint_bit_116,-0.0006702116376426508,0.0012422245212825244,-0.0013546348030955822,9.503125096000452e-05,0.005742768853099915,-0.03765388834897018,0.009658564209352944,0.004468449903238793,-0.0004944320661421411,0.0010762926203953128,-0.00010801230172401645,-0.000832974252210141,-0.0017731581987468841,-0.010700769194419176,-0.0027111303812368654
drug_fingerprint_bit_118,-0.00027823006222567706,0.003031864890844933,0.013517402693441276,0.005901222585631972,-0.014819556721468948,-0.004810624906369711,-0.06692050225930561,-0.0028780349862187193,0.0011167051778650681,-7.333456620621025e-05,3.5498118317141625e-05,0.0028192405717787188,-0.0027420643949834017,0.007784460924140231,-0.0013105340579135129
drug_fingerprint_bit_119,-0.00027823006222567706,0.003031864890844933,0.013517402693441276,0.005901222585631972,-0.014819556721468948,-0.004810624906369711,-0.06692050225930561,-0.0028780349862187193,0.0011167051778650681,-7.333456620621025e-05,3.5498118317141625e-05,0.0028192405717787188,-0.0027420643949834017,0.007784460924140231,-0.0013105340579135129
drug_fingerprint_bit_121,9.086934229698244e-05,-0.001335960357218971,-0.002878215097841795,-0.029294287827630307,-2.855163934722298e-05,0.0018383450731756922,-0.0434141484741268,-0.006695894139110073,0.0011481290607225356,-0.0003341957083149039,2.4746220836629582e-05,0.00025006835871689114,-0.0026966606270992476,-0.0040155119547663305,0.00670547692468602
drug_fingerprint_bit_122,0.0009651124104769482,-0.0022317639353532396,0.006107041315425557,-0.00033880572487278204,0.013974585793119353,0.004820506698920755,0.1221941675892819,0.00799341415369181,-0.002247545062911499,-0.000302745396601211,-1.4003345571328358e-05,-0.0013156665458144865,0.007474607072961289,-3.3072733469234836e-05,-0.007245387380576203
drug_fingerprint_bit_124,-0.00027823006222567706,0.003031864890844933,0.013517402693441276,0.005901222585631972,-0.014819556721468948,-0.004810624906369711,-0.06692050225930561,-0.0028780349862187193,0.0011167051778650681,-7.333456620621025e-05,3.5498118317141625e-05,0.0028192405717787188,-0.0027420643949834017,0.007784460924140231,-0.0013105340579135129
drug_fingerprint_bit_125,-9.086934229698244e-05,0.001335960357218971,0.002878215097841795,0.029294287827630307,2.855163934722298e-05,-0.0018383450731756922,0.0434141484741268,0.006695894139110073,-0.0011481290607225356,0.0003341957083149039,-2.4746220836629582e-05,-0.00025006835871689114,0.0026966606270992476,0.0040155119547663305,-0.00670547692468602
drug_fingerprint_bit_128,-0.0007233060716819934,0.004917840167876578,-0.009299257614884173,0.007023179397181615,0.00025452719114824876,0.057138603527811034,0.02950505396364436,-0.003502660993151664,-0.00010707315872227688,-0.0013507692696636594,0.00012643336533967788,-0.011258975225345094,0.0063206964805189786,0.007957814811146106,-0.001212872528038408
drug_fingerprint_bit_130,0.0006157660187763887,-0.005624205287431823,-0.006092336493045278,0.01661366031872949,-0.005123773476551333,-0.02133294204456754,-0.05102313502884679,0.0006147260615500292,0.0005842160491887835,0.000984752320392034,-6.466205719616592e-05,0.012279413919918498,0.0014683949186105473,0.020626592204491312,-0.0016187909221845353
drug_fingerprint_bit_132,0.0009651124104769482,-0.0022317639353532396,0.006107041315425557,-0.00033880572487278204,0.013974585793119353,0.004820506698920755,0.1221941675892819,0.00799341415369181,-0.002247545062911499,-0.000302745396601211,-1.4003345571328358e-05,-0.0013156665458144865,0.007474607072961289,-3.3072733469234836e-05,-0.007245387380576203
drug_fingerprint_bit_133,0.0010015361339076718,-0.00794970505872151,-0.004218145078557094,-0.012924401982813593,0.014565029530320702,-0.0523279786214413,0.037415448295661256,0.006380695979370352,-0.0010096320191425308,0.0014241038358702239,-0.00016193148365563096,0.001751885730208416,-0.0042965383005867394,-0.021480081099198356,-0.008303229183920121
drug_fingerprint_bit_139,9.086934229698244e-05,-0.001335960357218971,-0.002878215097841795,-0.029294287827630307,-2.855163934722298e-05,0.0018383450731756922,-0.0434141484741268,-0.006695894139110073,0.0011481290607225356,-0.0003341957083149039,2.4746220836629582e-05,0.00025006835871689114,-0.0026966606270992476,-0.0040155119547663305,0.00670547692468602
drug_fingerprint_bit_141,0.0006157660187763887,-0.005624205287431823,-0.006092336493045278,0.01661366031872949,-0.005123773476551333,-0.02133294204456754,-0.05102313502884679,0.0006147260615500292,0.0005842160491887835,0.000984752320392034,-6.466205719616592e-05,0.012279413919918498,0.0014683949186105473,0.020626592204491312,-0.0016187909221845353
drug_fingerprint_bit_142,-0.0007233060716819934,0.004917840167876578,-0.009299257614884173,0.007023179397181615,0.00025452719114824876,0.057138603527811034,0.02950505396364436,-0.003502660993151664,-0.00010707315872227688,-0.0013507692696636594,0.00012643336533967788,-0.011258975225345094,0.0063206964805189786,0.007957814811146106,-0.001212872528038408
drug_fingerprint_bit_145,-0.0006702116376426508,0.0012422245212825244,-0.0013546348030955822,9.503125096000452e-05,0.005742768853099915,-0.03765388834897018,0.009658564209352944,0.004468449903238793,-0.0004944320661421411,0.0010762926203953128,-0.00010801230172401645,-0.000832974252210141,-0.0017731581987468841,-0.010700769194419176,-0.0027111303812368654
drug_fingerprint_bit_146,-0.0006702116376426508,0.0012422245212825244,-0.0013546348030955822,9.503125096000452e-05,0.005742768853099915,-0.03765388834897018,0.009658564209352944,0.004468449903238793,-0.0004944320661421411,0.0010762926203953128,-0.00010801230172401645,-0.000832974252210141,-0.0017731581987468841,-0.010700769194419176,-0.0027111303812368654
drug_fingerprint_bit_147,-0.0013935177093246443,0.006160064689159102,-0.01065389241797976,0.00711821064814162,0.005997296044248162,0.01948471517884082,0.03916361817299733,0.0009657889100871758,-0.000601505224864405,-0.000274476649268914,1.8421063614729832e-05,0.0010469937741169422,0.0036275068390709876,-0.004709901210145516,0.009131351706574656
