poly_num_hbond_donors_sum_fullpolymerfeaturizer,poly_num_hbond_acceptors_sum_fullpolymerfeaturizer,poly_num_non_aromatic_rings_sum_fullpolymerfeaturizer,poly_num_aromatic_rings_sum_fullpolymerfeaturizer,poly_topological_surface_area_sum_fullpolymerfeaturizer,poly_num_hbond_donors_sidechainfeaturizer_sum,poly_num_hbond_acceptors_sidechainfeaturizer_sum,poly_num_atoms_sum_backbonefeaturizer,poly_sp2_carbon_count_sum_backbonefeaturizer,poly_sp3_carbon_count_sum_backbonefeaturizer,poly_homo_eV_H,poly_lumo_eV_H,poly_homo_eV_C,poly_lumo_eV_C,poly_homo_eV_O,poly_lumo_eV_O,drug_num_hbond_donors_sum_fullmolecularfeaturizer,drug_num_hbond_acceptors_sum_fullmolecularfeaturizer,drug_num_non_aromatic_rings_sum_fullmolecularfeaturizer,drug_num_aromatic_rings_sum_fullmolecularfeaturizer,drug_logp,drug_min_logd_pH_7.0-7.4,drug_max_logd_pH_7.0-7.4,drug_homo_eV,drug_lumo_eV,CONCENTRATION,CAPACITY,SOURCE
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,16.106567955798305,-20.024454999299746,15.788618652184226,-20.16487024639066,15.131446342448134,-20.907909575654063,3,5,2,1,0.3181000000000002,-3.1504999999999965,-1.016599999999999,18.262738463370518,-21.00702462565702,25,4.2,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,15.726760953732889,-20.18654982598751,15.538170884966162,-20.272362852831197,15.209537852505477,-20.732771437893184,6,9,3,1,-0.5041999999999991,-4.948699999999995,-2.899599999999996,17.20782548986178,-20.60396505754387,25,13.26,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,15.878358571532148,-20.011879411425333,15.724684854302877,-20.110545784374743,14.822622016595556,-20.495225765978436,2,4,1,2,1.7959,-0.5649999999999988,0.46119999999999967,18.682884967826148,-23.063461095763305,25,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,15.918470099438158,-20.27186133362626,15.645870390615697,-20.191731920048905,15.387917080849258,-20.30782373011673,1,5,0,3,0.7357999999999993,0.7357999999999993,0.7357999999999993,15.946646534886447,-22.883912090505742,25,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,16.140512434622988,-20.012845926241052,15.833591674076581,-19.93744696407752,15.45300826059576,-20.114888236136018,2,9,5,0,5.7289000000000065,5.7289000000000065,5.7289000000000065,17.970271755705475,-20.3696816564816,25,5.6,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,15.918444672855182,-20.271867860593385,15.847829335489436,-20.15485483202398,14.741951100899803,-20.745750474353013,1,2,0,1,2.4568000000000003,1.1220999999999997,1.1220999999999997,16.021729729598533,-28.930225075831448,25,3.46,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,15.876621063419046,-20.35249063390369,15.643409425339705,-20.210134950571714,15.471374361120416,-20.184407072102935,2,5,1,3,5.9722400000000055,4.708240000000004,5.9722400000000055,31.312349765655537,-21.131102732662022,25,14.73,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1,3,5,0,3,16.106602949932025,-20.02445136165301,15.55173345308094,-20.403420068787934,15.448564645678513,-20.400940105931287,0,4,0,3,2.827300000000001,2.827300000000001,2.827300000000001,19.925181434115498,-20.13926391654387,25,24.46,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.79389524476115,-18.890330166965445,16.821799230686633,-19.44094280924465,16.697795079201615,-19.11176454197074,2,5,1,2,1.5809999999999997,0.1639000000000001,1.5809999999999997,31.065804553846547,-21.25350990808598,25,23.72,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,17.150138696310353,-19.347502961277204,16.847201081345236,-18.9948122690415,16.781323155682855,-19.45686696025092,2,5,1,2,1.5809999999999997,0.1639000000000001,1.5809999999999997,31.065748734436863,-21.253512158871604,50,47.19,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.89945923039935,-19.073921431149586,16.549817642926808,-19.399613998913985,16.883830669349994,-19.334372042219254,2,5,1,2,1.5809999999999997,0.1639000000000001,1.5809999999999997,31.090203448958256,-21.226580096333965,100,93.64,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,17.016916474439107,-19.12746592233709,16.912432663775224,-19.014865637540645,16.52529574940273,-19.294053934935185,2,9,5,0,5.7289000000000065,5.7289000000000065,5.7289000000000065,17.54792243640444,-19.941421251111034,25,15.21,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.916097557852062,-19.1043092388011,16.899639135699537,-19.40156294372847,16.706071512412947,-19.18272388247274,2,9,5,0,5.7289000000000065,5.7289000000000065,5.7289000000000065,18.28141265926671,-20.164311257216234,50,30.42,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.62816797453614,-19.59700984361735,16.971494890891233,-19.421107931468974,16.63994951588056,-19.335442547599374,2,9,5,0,5.7289000000000065,5.7289000000000065,5.7289000000000065,17.93440063329659,-20.46955003948074,100,61.04,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,17.121312413810923,-19.49442848884252,16.751645314393333,-19.511871074527704,16.18386991219061,-19.592982590778238,1,2,0,1,2.4568000000000003,1.1220999999999997,1.1220999999999997,16.021718844901773,-28.930224807364837,25,22.19,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.92843055897499,-19.56742086618274,17.05467713598831,-19.372665253353716,16.61071396157606,-19.45225288160292,1,2,0,1,2.4568000000000003,1.1220999999999997,1.1220999999999997,16.021704933560653,-28.93022533159522,50,45.14,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.986834347060515,-19.17441100752083,17.054325103968605,-19.087548320738524,16.452108804347024,-19.256881305546617,1,2,0,1,2.4568000000000003,1.1220999999999997,1.1220999999999997,16.021708991051824,-28.93022669072433,100,91.27,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.897803137532108,-19.240729895899268,16.971188990633546,-19.32242935444057,16.69452442903199,-19.202845796400194,2,5,1,3,5.9722400000000055,4.708240000000004,5.9722400000000055,31.309599038625702,-21.11385689298013,25,24.38,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,16.680483439895788,-19.526534925821128,16.764856924151175,-18.88140770565684,16.53520773544065,-19.235641387351336,2,5,1,3,5.9722400000000055,4.708240000000004,5.9722400000000055,31.25865661930462,-21.103428596869374,50,47.01,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5,6,4,0,2,17.03741919263094,-19.262443341367316,16.990753432665993,-19.29435939418941,16.670044107703635,-19.181451016598,2,5,1,3,5.9722400000000055,4.708240000000004,5.9722400000000055,31.238830753737364,-21.107386107883343,100,94.03,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
