poly_num_hbond_donors_sum_fullpolymerfeaturizer,poly_num_hbond_acceptors_sum_fullpolymerfeaturizer,poly_num_non_aromatic_rings_sum_fullpolymerfeaturizer,poly_num_aromatic_rings_sum_fullpolymerfeaturizer,poly_topological_surface_area_sum_fullpolymerfeaturizer,poly_num_hbond_donors_sidechainfeaturizer_sum,poly_num_hbond_acceptors_sidechainfeaturizer_sum,poly_num_atoms_sum_backbonefeaturizer,poly_sp2_carbon_count_sum_backbonefeaturizer,poly_sp3_carbon_count_sum_backbonefeaturizer,poly_homo_eV_H,poly_lumo_eV_H,poly_homo_eV_C,poly_lumo_eV_C,poly_homo_eV_O,poly_lumo_eV_O,drug_num_hbond_donors_sum_fullmolecularfeaturizer,drug_num_hbond_acceptors_sum_fullmolecularfeaturizer,drug_num_non_aromatic_rings_sum_fullmolecularfeaturizer,drug_num_aromatic_rings_sum_fullmolecularfeaturizer,drug_logp,drug_min_DRUG_logd_at_WATER_PH,drug_max_DRUG_logd_at_WATER_PH,drug_homo_eV,drug_lumo_eV,WATER_PH,CONCENTRATION,CAPACITY,SOURCE
1.0,1.0,0.0,0.0,37.3,1.0,1.0,5.0,0.0,3.0,-11.400261686301207,-6.600155975000257,-11.239803838069658,-6.560382026310477,-11.199955674515246,-6.906237750233826,2.0,9.0,5.0,0.0,5.7289000000000065,5.7289000000000065,5.7289000000000065,-10.148671509466956,-6.831969526409994,6.5,25.0,22.69,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,1.0,0.0,0.0,37.3,1.0,1.0,5.0,0.0,3.0,-11.37507109408039,-6.632754878848191,-11.235085140641104,-6.542914804784239,-11.199919934479679,-6.9062875712257314,1.0,2.0,0.0,1.0,2.4568000000000003,1.1220999999999997,1.1220999999999997,-10.69760204966685,-7.357145199092033,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,1.0,0.0,0.0,37.3,1.0,1.0,5.0,0.0,3.0,-11.37507711396899,-6.63275717173163,-11.219966533584548,-6.529628245727699,-11.47009578974201,-7.069247794242931,2.0,5.0,1.0,3.0,5.9722400000000055,4.708240000000004,5.9722400000000055,-10.278524227377247,-7.217606173399105,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,1.0,0.0,0.0,37.3,1.0,1.0,5.0,0.0,3.0,-11.375082909670844,-6.632754112246629,-11.21995453529764,-6.529626305060444,-11.292577172397724,-7.222440835488875,0.0,4.0,0.0,3.0,2.827300000000001,2.827300000000001,2.827300000000001,-8.599808152025677,-6.853470530099232,6.5,25.0,24.44,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-10.068485746148458,-6.988670981750777,-9.79265598928653,-7.003282041285172,-10.211644953055188,-7.2840838042531635,2.0,5.0,1.0,2.0,1.5809999999999997,0.1639000000000001,1.5809999999999997,-8.042727264996678,-7.391713759960422,6.5,25.0,13.78,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-10.018353272981745,-6.868704932829113,-9.95938622542108,-6.9572503439689655,-10.035055875245158,-6.926913187202152,3.0,5.0,2.0,1.0,0.3181000000000002,-3.1504999999999965,-1.016599999999999,-10.150602934888045,-7.4624879519813305,6.5,25.0,13.44,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-9.76851902191708,-7.014361394177883,-10.226955667619157,-6.875248647309444,-9.892839660714936,-7.028848116177819,6.0,9.0,3.0,1.0,-0.5041999999999991,-4.948699999999995,-2.899599999999996,-8.23049759235768,-6.75486665230137,6.5,25.0,6.75,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-10.098206291735046,-6.718658209436534,-10.148968661875204,-6.966056560623901,-10.197322852093166,-7.350309911023796,2.0,4.0,1.0,2.0,1.7959,-0.5649999999999988,0.46119999999999967,-7.764081274694703,-7.490129134263486,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-9.709874126258761,-6.946232540526054,-9.981842658783359,-7.027332884228597,-9.870569976430248,-7.252380522411879,1.0,5.0,0.0,3.0,0.7357999999999993,0.7357999999999993,0.7357999999999993,-10.72892490068151,-7.478378692811422,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-9.960192565757973,-6.946824159325606,-9.963411396388548,-6.745926820632178,-9.813311597377487,-6.848208679111145,2.0,9.0,5.0,0.0,5.7289000000000065,5.7289000000000065,5.7289000000000065,-10.251158938608627,-7.137794854177489,6.5,25.0,13.17,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-9.946287824138478,-6.768271121030635,-9.818344319631013,-7.06110352951681,-10.133676151921598,-6.933740007910909,1.0,2.0,0.0,1.0,2.4568000000000003,1.1220999999999997,1.1220999999999997,-10.759104745519064,-7.528358994585294,6.5,25.0,50.81,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-9.976569538478545,-6.597071206156311,-9.71805387561263,-6.901554132186142,-10.148270030794409,-7.187413972296546,2.0,5.0,1.0,3.0,5.9722400000000055,4.708240000000004,5.9722400000000055,-10.315055889658826,-7.215880316521062,6.5,25.0,22.63,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
2.0,6.0,0.0,0.0,104.64,2.0,6.0,5.0,0.0,3.0,-9.99270528134985,-6.954853359937731,-10.146519492789157,-6.864403644566399,-9.822557520195742,-7.061716803508911,0.0,4.0,0.0,3.0,2.827300000000001,2.827300000000001,2.827300000000001,-8.599812168783886,-6.853473336666936,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.035949286948483,-6.985291309319464,-11.212457748385935,-6.650789814266687,-11.023616005307987,-6.931675359623341,2.0,5.0,1.0,2.0,1.5809999999999997,0.1639000000000001,1.5809999999999997,-8.042728206824291,-7.39171401861661,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.31127682777193,-6.642785833385334,-11.081381621089909,-6.512830448000455,-11.265557409736493,-7.128674305963158,3.0,5.0,2.0,1.0,0.3181000000000002,-3.1504999999999965,-1.016599999999999,-10.236116500190564,-7.5312656174789305,6.5,25.0,4.2,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.035950232504828,-6.985290327802259,-11.160725756236268,-6.599805799628439,-11.15325297769649,-7.389004634801421,6.0,9.0,3.0,1.0,-0.5041999999999991,-4.948699999999995,-2.899599999999996,-8.189843303340856,-6.8751710650158815,6.5,25.0,13.26,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.232888725685326,-6.541493315727339,-11.129127194936064,-6.54557068771346,-11.317007026345033,-7.141687747483741,2.0,4.0,1.0,2.0,1.7959,-0.5649999999999988,0.46119999999999967,-7.789529449734765,-7.514751067203515,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.227734377076322,-6.571045193772462,-11.016133515550198,-6.906464719141377,-10.907383697793065,-7.046685666118573,1.0,5.0,0.0,3.0,0.7357999999999993,0.7357999999999993,0.7357999999999993,-11.03870178588651,-7.433822279969932,6.5,25.0,0.0,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.234480323427524,-6.58501756569992,-11.179016923530813,-6.614658655000091,-11.164792363303217,-6.906049252676348,2.0,9.0,5.0,0.0,5.7289000000000065,5.7289000000000065,5.7289000000000065,-10.278289824964466,-7.015429553783315,6.5,25.0,5.6,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.294809723596938,-6.617139889167147,-10.942830824118017,-6.346130219893726,-11.215068764486794,-7.200519579182683,1.0,2.0,0.0,1.0,2.4568000000000003,1.1220999999999997,1.1220999999999997,-10.744125679363414,-7.280062870881007,6.5,25.0,3.46,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.098697791015056,-6.414290491423081,-11.235708869591482,-6.69277939128129,-11.254914141431275,-6.957375266885134,2.0,5.0,1.0,3.0,5.9722400000000055,4.708240000000004,5.9722400000000055,-10.287418141863556,-7.189679143764021,6.5,25.0,14.73,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
1.0,3.0,0.0,0.0,46.53,1.0,3.0,5.0,0.0,3.0,-11.105649825169404,-6.422961266933378,-11.096948881139845,-6.542543031429124,-11.35165531195848,-7.418486337772502,0.0,4.0,0.0,3.0,2.827300000000001,2.827300000000001,2.827300000000001,-8.599810748882359,-6.853472814692266,6.5,25.0,24.46,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.587056064784328,-5.960530809752357,-9.420605345838824,-5.96748111433294,-9.40444224242115,-6.229356651209814,2.0,5.0,1.0,2.0,1.5809999999999997,0.1639000000000001,1.5809999999999997,-8.042729121435578,-7.391715754266481,6.5,25.0,23.72,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.570766955269796,-6.089577272770793,-9.640728992037353,-6.015833171162873,-9.470789841642008,-6.410572655882909,2.0,5.0,1.0,2.0,1.5809999999999997,0.1639000000000001,1.5809999999999997,-8.042730970581497,-7.391718517472686,6.5,50.0,47.19,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.539622568044603,-5.908907974882101,-9.335535365938043,-5.868807427783228,-9.649534481244313,-6.197490310898629,2.0,5.0,1.0,2.0,1.5809999999999997,0.1639000000000001,1.5809999999999997,-8.003294920226498,-7.378952814937453,6.5,100.0,93.64,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.393520812358672,-5.807886256463266,-9.876017085222136,-5.895690870830183,-10.123946876479591,-6.515106679317709,2.0,9.0,5.0,0.0,5.7289000000000065,5.7289000000000065,5.7289000000000065,-10.323601678929805,-6.808555200164861,6.5,25.0,15.21,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.449374163622862,-5.859812623398525,-9.561981767752584,-6.0271223306158195,-9.655864319375207,-6.5000100004018275,2.0,9.0,5.0,0.0,5.7289000000000065,5.7289000000000065,5.7289000000000065,-10.302201683247558,-6.999845701413339,6.5,50.0,30.42,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.687960462082081,-6.047682857163342,-9.314557657950242,-5.816142580135579,-9.662864505787281,-6.544018311609979,2.0,9.0,5.0,0.0,5.7289000000000065,5.7289000000000065,5.7289000000000065,-10.157004000934439,-6.992695354107186,6.5,100.0,61.04,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-10.011907185517831,-6.174307710151125,-9.39091964184986,-5.999017365150655,-9.516146684018782,-6.261490536728321,1.0,2.0,0.0,1.0,2.4568000000000003,1.1220999999999997,1.1220999999999997,-10.744126539137383,-7.280058926355814,6.5,25.0,22.19,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.662738998878242,-5.963424503308631,-9.317001331662077,-5.743581915120903,-9.361973957710264,-5.901065453702515,1.0,2.0,0.0,1.0,2.4568000000000003,1.1220999999999997,1.1220999999999997,-10.744130742082707,-7.280058662806667,6.5,50.0,45.14,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.753195104380758,-6.043688241556053,-10.106920240423298,-6.125641403924972,-9.288006481443471,-6.371003130997867,1.0,2.0,0.0,1.0,2.4568000000000003,1.1220999999999997,1.1220999999999997,-10.744128330675215,-7.280060732802886,6.5,100.0,91.27,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.432178822487137,-5.973639469755324,-9.793175885380734,-6.013489003395538,-9.446836071364643,-6.07777299027323,2.0,5.0,1.0,3.0,5.9722400000000055,4.708240000000004,5.9722400000000055,-10.29691682978516,-7.199247682982562,6.5,25.0,24.38,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-9.559296030964891,-6.046872512227341,-9.44108659072088,-5.884482854703696,-9.206954024462878,-6.253805546220652,2.0,5.0,1.0,3.0,5.9722400000000055,4.708240000000004,5.9722400000000055,-10.27850252836252,-7.217619075323708,6.5,50.0,47.01,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
5.0,6.0,0.0,1.0,104.39000000000001,5.0,6.0,4.0,0.0,2.0,-10.291364131420906,-6.315648913875487,-9.259330527420463,-5.802082326080787,-9.620731748025907,-6.308847918959258,2.0,5.0,1.0,3.0,5.9722400000000055,4.708240000000004,5.9722400000000055,-10.277678892228206,-7.190497451999677,6.5,100.0,94.03,https://www.researchgate.net/publication/363374372_Single_and_Dual_polymeric_sponges_for_emerging_pollutants_removal
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,-11.231953745039442,-5.782292816264249,-10.331845174781838,-5.242613149423208,-10.22072530484223,-5.368621684211725,1.0,2.0,0.0,2.0,4.435000000000003,3.408800000000003,4.435000000000003,-9.922030407069185,-7.029787849265586,7.8,0.5,0.362,https://www.sciencedirect.com/science/article/pii/S0048969721071473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,-11.231955727559724,-5.78229476673405,-10.313664593970595,-5.240791369322016,-9.907378137283901,-5.045115776633587,2.0,3.0,0.0,2.0,2.5775000000000006,1.5513000000000006,2.5775000000000006,-9.878367176766105,-7.086944361956131,7.8,0.5,0.186,https://www.sciencedirect.com/science/article/pii/S0048969721071473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,-11.231955573323434,-5.782294435053432,-10.313415639204894,-5.240509506848505,-9.907379798989329,-5.045117300785566,1.0,2.0,1.0,1.0,2.897800000000001,1.8716000000000004,2.897800000000001,-9.622464886310691,-6.989121600184775,7.8,0.5,0.0809,https://www.sciencedirect.com/science/article/pii/S0048969721071473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,-11.231951692681468,-5.782290811227031,-10.31366117545577,-5.240783193895595,-10.038522668292266,-5.166587050627417,4.0,4.0,0.0,4.0,6.313600000000008,4.978900000000007,5.572200000000009,-9.934472400688792,-7.238800187227433,7.8,0.5,0.0691,https://www.sciencedirect.com/science/article/pii/S0048969721071473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,-11.231953691258173,-5.782297301006176,-10.33165273312758,-5.242388591615862,-9.90737602265217,-5.0451150425397735,1.0,1.0,1.0,2.0,3.3872000000000018,3.3872000000000018,4.480700000000002,-10.001686875930835,-7.233514674880012,7.8,0.5,0.0837,https://www.sciencedirect.com/science/article/pii/S0048969721071473
0.0,2.0,0.0,0.0,26.3,0.0,0.0,8.0,5.0,1.0,-11.428536403994013,-7.586242062502047,-11.171605435812998,-7.491726732824477,-11.75668217153167,-8.519546032738033,2.0,2.0,0.0,2.0,4.364100000000001,1.8123999999999991,3.0294,-10.080997409166152,-6.87576156287464,6.0,2.0,0.0717,https://link.springer.com/article/10.1007/s11356-022-19130-0
0.0,2.0,0.0,0.0,26.3,0.0,0.0,8.0,5.0,1.0,-11.428533750232933,-7.586247075952591,-11.186103903171881,-7.441983250408559,-11.8525767927509,-8.391661544126608,1.0,2.0,0.0,2.0,3.036500000000001,1.7018,1.7018,-9.973797063639056,-7.1298178708638025,6.0,2.0,0.0719,https://link.springer.com/article/10.1007/s11356-022-19130-0
6.0,10.0,1.0,0.0,197.87,4.0,6.0,11.0,0.0,9.0,-10.353626406781203,-7.2826670859967555,-9.958739655582653,-7.239260590547128,-10.348975967595576,-7.2383693135354115,0.0,0.0,0.0,0.0,-0.0025,-0.0025,-0.0025,-7.252341258388667,-0.7448650265382806,5.0,100.0,43.5,https://www.sciencedirect.com/science/article/pii/S0141813022004779
6.0,10.0,1.0,0.0,197.87,4.0,6.0,11.0,0.0,9.0,-10.705124150866876,-7.415160463606334,-7.693963965854143,-7.299942925271996,-10.082975916027488,-6.641868571342327,0.0,0.0,0.0,0.0,-0.3808,-0.3808,-0.3808,-24.0552078497181,-5.893816200595002,5.0,100.0,65.7,https://www.sciencedirect.com/science/article/pii/S0141813022004779
1.0,1.0,0.0,0.0,29.1,1.0,1.0,4.0,0.0,2.0,-10.476566724862433,-5.616287590800739,-10.332140097415035,-5.6061558477426265,-10.662171839640775,-6.119476114909137,0.0,0.0,0.0,0.0,-0.0025,-0.0025,-0.0025,-8.083960288021634,-2.9343331045490797,6.6,100.0,13.6,https://www.sciencedirect.com/science/article/pii/S2213343718305608
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.458942642359799,-5.614575709003443,-9.65368907178237,-6.892548193025234,-10.41843289148809,-6.526057342364289,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-7.402951710470866,-6.588739661439372,7.0,0.002521,0.0133986666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.119997179718771,-7.3709416551386795,-9.671121764972652,-6.710527017054251,-10.415522148041175,-6.478891722922622,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-9.553015684450303,-6.884170824737502,7.0,0.004369,0.0227716666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.102781276708653,-7.256346488409979,-10.207624475799813,-6.81402810316531,-10.270745529868606,-6.425917940226915,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-7.4591551735663515,-6.5760431733497375,7.0,0.01741,0.332416666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.171324834409559,-7.184799631137025,-9.408830828415827,-6.731829069835165,-10.478575114252715,-6.641525393746714,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-7.190344252838245,-6.440399283635146,7.0,0.01916,0.420733333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.448141348639107,-5.907949468017611,-9.622960029173674,-6.988748150735928,-9.82392831328471,-6.671125783421509,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-9.527926365894315,-6.836338875457885,7.0,0.02191,0.524316666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.500478789327109,-5.943938372162993,-9.557017831176077,-6.954393270308528,-10.217409055680509,-7.216901187559263,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.785099999999998,-6.711272440615303,-3.889130911626048,7.0,0.005519,0.0174953333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.448181454577836,-5.9097533734951915,-9.753219406870997,-6.971993513761644,-10.32598829470986,-6.662206398367663,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.785099999999998,-5.79106192147689,-5.13971108826329,7.0,0.006967,0.0235116666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.175057957297454,-7.435209583748559,-9.62888722899528,-6.978861011703897,-10.008619350805803,-6.719248017025736,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.785099999999998,-5.049788297908444,-4.465330537301007,7.0,0.01446,0.07918,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.06375026544859,-7.4384214547918575,-9.713556009001211,-6.955666086092777,-10.351146733491886,-6.56901037490817,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.785099999999998,-5.1944909115946345,-4.201683127822898,7.0,0.02465,0.337283333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.5323776031968634,-5.905390888968533,-9.631881051149508,-6.815618364975185,-10.10758852706406,-6.5883977467478845,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.785099999999998,-5.080797385658334,-4.718832515016635,7.0,0.0285,0.6378,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-9.977078821254473,-7.336740801217892,-9.693763093593335,-6.820270038269639,-10.610837389850087,-6.397096708556435,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.445394594023018,-6.702710186783301,7.0,0.001572,0.01272,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.172484665347506,-7.46578618403037,-9.66236327422787,-6.970983439193607,-10.501971193556738,-6.729981076242008,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.660453357986185,-6.842739690203989,7.0,0.008116,0.0641066666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.15108970776035,-7.510178603722169,-9.566552536640286,-6.859329833052609,-10.548213429743585,-6.648343271136318,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.445395117504782,-6.702711836958148,7.0,0.01591,0.126616666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.144201611204178,-7.450505279909379,-9.747192711222665,-7.013407872827681,-10.448061788002892,-6.669580216163041,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.646380950262394,-6.8427772047325695,7.0,0.0254,0.425733333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.265718297154253,-7.466006888774851,-7.055430712730227,-5.737758989738591,-10.490579714151457,-6.637941358797738,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.437265780234169,-6.726370947017013,7.0,0.0246,0.7375,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.11118454266296,-7.362440357940654,-9.725223400194421,-6.9461439443042385,-10.398272599937425,-6.539572169852369,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-1.097999950691762,-0.9724572696491424,7.0,0.006568,0.0489266666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.222041850252667,-7.387849393759681,-9.735804966448796,-6.87673166299354,-10.404447540586146,-6.420945627934872,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-0.833139567864512,-0.5832555259796292,7.0,0.01851,0.22265,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.002649059244492,-7.364518594518691,-9.809249724998233,-6.900194870455538,-10.419484059258705,-6.641962625328283,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-1.2109694977474847,-0.983285262357296,7.0,0.01911,0.23715,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.083653892501795,-7.132776841111181,-9.580287605388994,-6.99431970159974,-10.440139633837724,-6.722371052504021,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-2.8064324772733342,-1.9633559743376057,7.0,0.02685,0.66745,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.116906244790227,-7.059860847905281,-7.027475876607236,-5.63129772734357,-10.448182913159163,-6.520016739275056,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.838287857970412,-6.784407516310857,7.0,0.001922,0.0654733333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
