POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,homo_eV,lumo_eV
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,7e-05,0.00013,interpolated,-10.646382557973,-6.842777611943821
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00013,0.00022,interpolated,-10.437266609470605,-6.726372456115208
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0001826,0.0003156333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.445395225198924,-6.702710544151823
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0002,0.00037,interpolated,-10.660453643499766,-6.842738347562993
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00022,0.00042,interpolated,-10.445393827465487,-6.702711292257363
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0002444,0.0004694833,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.445394240685575,-6.702708900997885
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00026,0.00081,interpolated,-10.43726564046408,-6.726374612710408
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00028,0.00114,interpolated,-10.437268361166302,-6.726373010347803
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0002949,0.0014783,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.445395287089637,-6.702710760676864
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00072,0.00523,interpolated,-10.660453725977952,-6.842739810085504
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00115,0.00897,interpolated,-10.66045346168194,-6.842739657254538
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.001572,0.01272,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.437266296954455,-6.726372879802605
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00375,0.02985,interpolated,-10.660453680471424,-6.842738452623866
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00593,0.04698,interpolated,-10.437265526610009,-6.726372656607574
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.008116,0.0641066667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.437265903392884,-6.726371236609452
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.01071,0.08494,interpolated,-10.445396737454105,-6.702710546261813
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.01331,0.10578,interpolated,-10.66045409380014,-6.842738064487726
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.01591,0.1266166667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.43726644631252,-6.726372709762871
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.01881,0.33024,interpolated,-10.646382979800075,-6.842776865302827
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0217,0.53387,interpolated,-10.660452287747294,-6.842739537453586
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.0246,0.7375,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.660453871791963,-6.8427389799030065
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.02487,0.63358,interpolated,-10.4453949323494,-6.702710942904404
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.02513,0.52966,interpolated,-10.445394754661507,-6.702710415164594
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.0254,0.4257333333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.43726668920347,-6.726372573459254
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,2.247e-05,6.005e-05,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.813408140790933,-7.057768133929477
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,5e-05,0.00012,interpolated,-9.80115446210849,-7.050599106108714
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,8e-05,0.00017,interpolated,-9.786250465274893,-7.038152781041763
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0001124,0.0002249933,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.78621278330905,-7.0381488796774745
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00015,0.00031,interpolated,-9.825844020480256,-6.773144272196668
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0002,0.0004,interpolated,-9.847740021992573,-6.795350913744279
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0002388,0.00049405,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.786220878588258,-7.038145325901179
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00025,0.00055,interpolated,-9.838285637917158,-6.784403388731288
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00026,0.0006,interpolated,-9.825848311495687,-6.769456133627565
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0002781,0.0006556,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.825843591563117,-6.769455513848912
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00029,0.00073,interpolated,-9.786217229865827,-7.038150084916065
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0003,0.00079,interpolated,-9.83534138307909,-6.787847572390586
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0003062,0.0008643333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.837599499381747,-6.790427558584992
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00084,0.0224,interpolated,-9.799835224873693,-7.049888547174401
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00138,0.04394,interpolated,-9.786241682953232,-7.038158128175328
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.001922,0.0654733333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.83828454109054,-6.784409596011551
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00245,0.07987,interpolated,-9.844654552634903,-6.793636404808434
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00299,0.09427,interpolated,-9.83828462177473,-6.784405742520117
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.00352,0.1086666667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.815526898585208,-7.060126365790481
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00475,0.19915,interpolated,-9.83805199530279,-6.784301560100961
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00598,0.28964,interpolated,-9.827319387154999,-7.072664792890052
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.007217,0.3801283333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.84375722522387,-6.799338748435538
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00732,0.39799,interpolated,-9.825848906988716,-6.773145400297891
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00742,0.41586,interpolated,-9.81552389455476,-7.060135791917297
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.007517,0.4337283333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.833736582446644,-6.786349267773506
*C=CC1=CC=CC=N1*,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,6.0,2.0,0.0728,https://link.springer.com/article/10.1007/s11356-022-19130-0,-10.13044524044233,-6.853676461878219
*C=CC1=CC=CC=N1*,,6.0,2.0,0.0789,https://link.springer.com/article/10.1007/s11356-022-19130-0,,
*C=CC1=CC=CC=N1*,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,6.0,2.0,0.0798,https://link.springer.com/article/10.1007/s11356-022-19130-0,-9.977963783220575,-7.271162313001217
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,10.0,0.1865,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-11.477839187333634,-7.86878800786386
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,15.0,0.23833,interpolated,-11.477839757919769,-7.868791101152734
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,20.0,0.29017,interpolated,-11.477835253934689,-7.8687938506651856
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,25.0,0.342,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-11.375088948755092,-7.868289872211088
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,33.33333,0.4456,interpolated,-11.477839917871965,-7.8687892402444195
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,41.66667,0.5492,interpolated,-11.477839712526624,-7.868786686860407
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,50.0,0.6528,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-11.375080213891323,-7.868289316072376
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,66.66667,1.0052,interpolated,-11.375086145018814,-7.86829028360564
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,83.33333,1.3576,interpolated,-11.375087114838234,-7.868290868068097
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,100.0,1.71,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-11.477841414844073,-7.868789840388182
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,133.33333,2.28333,interpolated,-11.375091437409772,-7.86828690262216
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,166.66667,2.85667,interpolated,-11.477836799444303,-7.8687865967514306
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,200.0,3.43,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-11.477840283660637,-7.8687910754040375
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,25.0,9.728,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.571804558438178,-6.6986626133007166
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,33.33333,10.74533,interpolated,-10.568840956849085,-6.697040576322915
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,41.66667,11.76267,interpolated,-10.571807969644416,-6.69866290853895
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,50.0,12.78,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.573067814857213,-6.673934094910383
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,66.66667,16.97667,interpolated,-10.573009734199145,-6.694451871693989
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,83.33333,21.17333,interpolated,-10.572304774665433,-6.699545928015421
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,100.0,25.37,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.489218117432463,-6.64223382023801
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,133.33333,27.65667,interpolated,-10.573739490382145,-6.695667338734604
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,166.66667,29.94333,interpolated,-10.489219208476047,-6.642237348706424
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,200.0,32.23,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.573066859352675,-6.673932078246012
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,10.0,1.144,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-7.7681107269000895,-6.990882668225913
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,15.0,1.39833,interpolated,-7.76603021733962,-6.963609367041532
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,20.0,1.65267,interpolated,-7.821805243365107,-6.999083813150663
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,25.0,1.907,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-7.792494828526919,-6.958976923379751
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,33.33333,2.86067,interpolated,-7.798977831435968,-7.014194245914503
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,41.66667,3.81433,interpolated,-7.76810028584501,-6.990884881559646
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,50.0,4.768,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-7.799529412950938,-7.014365900331769
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,66.66667,5.65833,interpolated,-7.768115788923879,-6.990883102481503
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,83.33333,6.54867,interpolated,-7.76810046067653,-6.990882557470115
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,100.0,7.439,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-7.7924974859003395,-6.958978285209651
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,133.33333,11.57267,interpolated,-7.792444118053762,-6.9589612100652
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,166.66667,15.70633,interpolated,-7.768117102905502,-6.99088291912504
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,200.0,19.84,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-7.766026706800973,-6.963610265942393
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,10.0,0.07254,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-6.864393702106774,-6.385440128743242
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,15.0,0.09326,interpolated,-6.865555923516865,-6.385883267475467
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,20.0,0.11398,interpolated,-6.8608696307398915,-6.379733307697089
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,25.0,0.1347,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-6.8672657539347925,-6.381197067770369
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,33.33333,0.18653,interpolated,-6.875482113667696,-6.384546632219007
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,41.66667,0.23837,interpolated,-9.597770946871252,-6.82492142128714
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,50.0,0.2902,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-6.853537761052423,-6.374230432701343
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,66.66667,0.49053,interpolated,-6.873707342813977,-6.39271273832167
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,83.33333,0.69087,interpolated,-6.864423238004853,-6.3770916437970016
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,100.0,0.8912,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-9.653328301459483,-6.766828669552374
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,133.33333,1.3298,interpolated,-6.860305128631209,-6.3778816565239955
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,166.66667,1.7684,interpolated,-6.875563546047775,-6.39047419160349
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,200.0,2.207,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-9.509226851974335,-6.881445670389645
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,10.0,3.243,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.018042154637284,-5.969010167721227
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,15.0,3.94233,interpolated,-10.067762898477568,-6.003770357602423
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,20.0,4.64167,interpolated,-10.032018215852494,-6.023446604066298
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,25.0,5.341,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.062027656085661,-6.01182223842352
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,33.33333,5.786,interpolated,-10.081709799178926,-6.029749559641481
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,41.66667,6.231,interpolated,-10.081700243278783,-6.029743416769904
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,50.0,6.676,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.067759097706238,-6.0037702760843965
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,66.66667,14.304,interpolated,-10.081705437860634,-6.029753215622219
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,83.33333,21.932,interpolated,-10.088209367240102,-6.022210803639964
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,100.0,29.56,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.023985659878997,-5.961192573781222
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,133.33333,38.52667,interpolated,-10.081708174008734,-6.029749987453696
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,166.66667,47.49333,interpolated,-10.081708186642498,-6.029747655508318
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,200.0,56.46,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.018038680780451,-5.969005641649033
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,8.2,10.0,0.1347,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-6.444987748105772,-6.062894979803131
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,8.2,15.0,0.1416,interpolated,-6.444947350744636,-6.062908500749285
