POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,homo_eV_H,lumo_eV_H
*NCCCCNC(=O)CCCC(=O)*,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,8.2,0.01858,0.39129,interpolated,-10.010834916619274,-7.277860236705594
*NCCCCNC(=O)CCCC(=O)*,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,7.0,0.01916,0.4207333333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.19785493953347,-7.476136270653674
*NCCCCNC(=O)CCCC(=O)*,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,8.2,0.02008,0.45526,interpolated,-10.140403957046901,-7.295162889466254
*NCCCCNC(=O)CCCC(=O)*,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,8.2,0.02099,0.48979,interpolated,-7.387475972632307,-5.495111139294897
*NCCCCNC(=O)CCCC(=O)*,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,7.0,0.02191,0.5243166667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.968247957377677,-7.129238058424106
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,1.404e-05,3.658e-05,https://link.springer.com/article/10.1007/s11270-023-06281-0,-7.457260631198837,-5.541199225089477
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,7e-05,0.00013,interpolated,-9.897707632540827,-7.116951217951494
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00013,0.00022,interpolated,-7.383289592013655,-5.881051571139742
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0001826,0.0003156333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.066021113441632,-7.373156805889624
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0002,0.00037,interpolated,-9.827148866194952,-7.216490172683095
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00022,0.00042,interpolated,-10.030571201483225,-7.077566114277331
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0002444,0.0004694833,https://link.springer.com/article/10.1007/s11270-023-06281-0,-7.306675350025085,-5.833899038808961
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00026,0.00081,interpolated,-7.410896568883337,-5.641418345494235
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00028,0.00114,interpolated,-10.012547219952237,-7.3681566342243645
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0002949,0.0014783,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.091327028647873,-7.389279449345675
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00072,0.00523,interpolated,-7.437442096155511,-5.757343616913707
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00115,0.00897,interpolated,-10.09305346892535,-7.505403560794342
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.001572,0.01272,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.10223511864206,-7.323105163336121
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00375,0.02985,interpolated,-7.474666241544901,-5.651507457756699
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.00593,0.04698,interpolated,-7.536165886999846,-5.8510961379295985
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.008116,0.0641066667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.034896303959014,-7.253912887882247
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.01071,0.08494,interpolated,-10.078132075757823,-7.152066178135803
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.01331,0.10578,interpolated,-10.013759125247988,-7.370393259890158
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.01591,0.1266166667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-7.555831571302837,-5.9530820333209515
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.01881,0.33024,interpolated,-10.04900633197793,-7.2751199281833046
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.0217,0.53387,interpolated,-10.137053182521324,-7.318411994649821
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.0246,0.7375,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.057895501332053,-7.37856625026367
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.02487,0.63358,interpolated,-7.392228330400521,-5.879815084893232
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,8.2,0.02513,0.52966,interpolated,-7.466505051668354,-5.758333261240974
*NCCCCNC(=O)CCCC(=O)*,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,7.0,0.0254,0.4257333333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.113222813498183,-7.185671122233497
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,2.247e-05,6.005e-05,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.081208699067341,-7.2701167688545345
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,5e-05,0.00012,interpolated,-10.168879337030234,-7.283821617995165
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,8e-05,0.00017,interpolated,-10.050893074845622,-7.123884520317682
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0001124,0.0002249933,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.072606577053074,-7.324019592223345
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00015,0.00031,interpolated,-10.028307106944473,-7.44228001460354
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0002,0.0004,interpolated,-7.421763448966718,-5.637408651622018
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0002388,0.00049405,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.018242161941904,-7.316735760593589
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00025,0.00055,interpolated,-7.444935203169892,-5.650083258650561
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00026,0.0006,interpolated,-7.484289108422293,-5.804257634935996
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0002781,0.0006556,https://link.springer.com/article/10.1007/s11270-023-06281-0,-9.98026465095814,-7.279944142140221
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00029,0.00073,interpolated,-10.160575867916243,-7.3225978357831725
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0003,0.00079,interpolated,-10.05789353617658,-7.378565451296641
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.0003062,0.0008643333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-7.456831561787878,-5.993746377371682
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00084,0.0224,interpolated,-7.476363278304232,-5.680267548191639
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00138,0.04394,interpolated,-10.187041134539186,-7.533326957121129
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.001922,0.0654733333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.162789144041303,-7.4564532825663665
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00245,0.07987,interpolated,-7.558683071188367,-5.945449630547625
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00299,0.09427,interpolated,-7.448143109715989,-5.907949666785072
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.00352,0.1086666667,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.240430664465142,-7.41365606209642
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00475,0.19915,interpolated,-7.4799557361679,-5.591122015394523
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00598,0.28964,interpolated,-7.538901547919352,-5.838648598811312
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.007217,0.3801283333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-10.157989395927238,-7.460811211056991
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00732,0.39799,interpolated,-10.434490245911068,-7.1496323364256895
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,8.2,0.00742,0.41586,interpolated,-9.966066540340988,-7.333599708738524
*NCCCCNC(=O)CCCC(=O)*,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,7.0,0.007517,0.4337283333,https://link.springer.com/article/10.1007/s11270-023-06281-0,-7.4778083588754125,-5.670659950110735
*C=CC1=CC=CC=N1*,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,6.0,2.0,0.0728,https://link.springer.com/article/10.1007/s11356-022-19130-0,,
*C=CC1=CC=CC=N1*,,6.0,2.0,0.0789,https://link.springer.com/article/10.1007/s11356-022-19130-0,,
*C=CC1=CC=CC=N1*,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,6.0,2.0,0.0798,https://link.springer.com/article/10.1007/s11356-022-19130-0,,
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,10.0,0.1865,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.413700740431429,-6.233078433080916
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,15.0,0.23833,interpolated,-10.376588751463103,-6.332181471154678
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,20.0,0.29017,interpolated,-10.52347651865509,-6.406629468791278
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,25.0,0.342,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.28717259370799,-6.194427279915105
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,33.33333,0.4456,interpolated,-10.60218458223774,-6.48317617311845
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,41.66667,0.5492,interpolated,-10.464735552906017,-6.331280043903158
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,50.0,0.6528,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.413710755586253,-6.233088039369315
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,66.66667,1.0052,interpolated,-10.314974309172385,-6.2395325347572195
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,83.33333,1.3576,interpolated,-10.194968660434927,-6.106091208355995
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,100.0,1.71,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.437328781910553,-6.37433284072567
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,133.33333,2.28333,interpolated,-10.43956866445909,-6.319436455495561
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,166.66667,2.85667,interpolated,-10.413707014213559,-6.233075359184943
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(=O)OC1=CC=CC=C1C(=O)O,8.2,200.0,3.43,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.498241602711131,-6.339083006305363
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,25.0,9.728,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.350007216657513,-6.359249237661709
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,33.33333,10.74533,interpolated,-10.509312599548442,-6.364541164535221
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,41.66667,11.76267,interpolated,-10.346749168993181,-6.2400124201343425
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,50.0,12.78,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.447414377028993,-6.325405039140093
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,66.66667,16.97667,interpolated,-10.413706724923022,-6.233071564729383
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,83.33333,21.17333,interpolated,-10.49117344941531,-6.386537715457222
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,100.0,25.37,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.526949345266424,-6.513996703465671
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,133.33333,27.65667,interpolated,-10.464734925614517,-6.331292854859113
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,166.66667,29.94333,interpolated,-10.491161759883653,-6.386594789051576
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,8.2,200.0,32.23,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.424126479625183,-6.252475931700966
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,10.0,1.144,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.294320804367452,-6.215872229881196
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,15.0,1.39833,interpolated,-10.287181223325485,-6.1944295896749555
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,20.0,1.65267,interpolated,-10.366733904838355,-6.2504053737515015
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,25.0,1.907,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.287176314605109,-6.194436916284549
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,33.33333,2.86067,interpolated,-10.52345297869011,-6.40661853238921
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,41.66667,3.81433,interpolated,-10.464775608018435,-6.379148433956322
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,50.0,4.768,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.486864915487777,-6.332981658076345
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,66.66667,5.65833,interpolated,-10.376582279151783,-6.332178222612126
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,83.33333,6.54867,interpolated,-10.34673842394487,-6.24001838255775
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,100.0,7.439,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.491182017579126,-6.386510374558529
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,133.33333,11.57267,interpolated,-10.499631170890805,-6.3988093541609485
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,166.66667,15.70633,interpolated,-10.49116329798523,-6.386541507803177
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,8.2,200.0,19.84,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.314979736415637,-6.23952361617049
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,10.0,0.07254,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.346745461695566,-6.24002974185183
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,15.0,0.09326,interpolated,-10.65001144296296,-6.521453465351032
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,20.0,0.11398,interpolated,-10.491180520824239,-6.386574361641394
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,25.0,0.1347,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.586666815554496,-6.421921212055626
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,33.33333,0.18653,interpolated,-10.491156628119365,-6.386527171209977
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,41.66667,0.23837,interpolated,-10.220332356082226,-6.165793653149259
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,50.0,0.2902,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.602189611466931,-6.4831608793949185
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,66.66667,0.49053,interpolated,-10.620994984655887,-6.4939834088685675
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,83.33333,0.69087,interpolated,-10.60218548434546,-6.4831835822001915
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,100.0,0.8912,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.491192325819258,-6.386525026808005
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,133.33333,1.3298,interpolated,-10.439352198900368,-6.254868150474352
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,166.66667,1.7684,interpolated,-10.498233594864871,-6.3390616815170535
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,8.2,200.0,2.207,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.465108236193451,-6.331280399823084
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,10.0,3.243,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.403555794077992,-6.27547756979736
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,15.0,3.94233,interpolated,-10.420956082094204,-6.2416915778703705
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,20.0,4.64167,interpolated,-10.349992620352662,-6.359196969251402
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,25.0,5.341,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media,-10.586619112574672,-6.4219017968782905
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,33.33333,5.786,interpolated,-10.413699425304932,-6.233076256170381
*CN(CCO)C(=O)C(c1ccccc1)c2ccccc2*,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,8.2,41.66667,6.231,interpolated,-10.274143031615932,-6.24067379990809
