iteration,loss
399,1.377499
400,1.318515
401,1.275843
402,1.293816
403,1.338548
404,1.247326
405,1.284075
406,1.289511
407,1.361777
408,1.307365
409,1.270910
410,1.356233
411,1.285771
412,1.360161
413,1.371940
414,1.339244
415,1.344126
416,1.362634
417,1.368039
418,1.305936
419,1.339254
420,1.348679
421,1.388581
422,1.334340
423,1.354555
424,1.361862
425,1.377172
426,1.316315
427,1.283117
428,1.328881
429,1.282317
430,1.370979
431,1.294158
432,1.345063
433,1.283545
434,1.371818
435,1.293278
436,1.251617
437,1.283155
438,1.288715
439,1.381119
440,1.279360
441,1.328835
442,1.307831
443,1.299852
444,1.348651
445,1.289920
446,1.331070
447,1.284734
448,1.312658
449,1.302549
450,1.389890
451,1.264366
452,1.271134
453,1.259661
454,1.258053
455,1.308003
456,1.289348
457,1.249203
458,1.284125
459,1.290891
460,1.344748
461,1.286636
462,1.262787
463,1.374978
464,1.289486
465,1.224601
466,1.318501
467,1.308156
468,1.287218
469,1.270421
470,1.271337
471,1.279829
472,1.243688
473,1.270620
474,1.277177
475,1.307261
476,1.269124
477,1.290019
478,1.267739
479,1.279216
480,1.280882
481,1.296645
482,1.291157
483,1.302165
484,1.308264
485,1.350084
486,1.290175
487,1.293244
488,1.199955
489,1.305389
490,1.252664
491,1.283422
492,1.350787
493,1.278818
494,1.260807
495,1.270815
496,1.288803
497,1.322988
498,1.257289
499,1.236601
500,1.317144
501,1.210616
502,1.279812
503,1.239136
504,1.215332
505,1.236827
506,1.239178
507,1.239776
508,1.272373
509,1.242928
510,1.336444
511,1.301298
512,1.246728
513,1.275132
514,1.235453
515,1.234848
516,1.252671
517,1.301567
518,1.249285
519,1.248875
520,1.212996
521,1.230798
522,1.316297
523,1.224035
524,1.245598
525,1.209920
526,1.287589
527,1.298218
528,1.192699
529,1.205958
530,1.194651
531,1.275588
532,1.230372
533,1.279271
534,1.278595
535,1.256735
536,1.268441
537,1.265537
538,1.231773
539,1.273615
540,1.257617
541,1.272323
542,1.148579
543,1.280872
544,1.250466
545,1.259888
546,1.196292
547,1.278364
548,1.193044
549,1.180092
550,1.236028
551,1.216394
552,1.276745
553,1.234071
554,1.307732
555,1.226286
556,1.252540
557,1.205108
558,1.204835
559,1.224457
560,1.354238
561,1.226586
562,1.214733
563,1.273864
564,1.202648
565,1.198487
566,1.287159
567,1.214651
568,1.269532
569,1.243110
570,1.185573
571,1.243365
572,1.184533
573,1.193292
574,1.237061
575,1.237597
576,1.204812
577,1.259802
578,1.239539
579,1.231893
580,1.203254
581,1.232169
582,1.254015
583,1.209490
584,1.229277
585,1.241243
586,1.239933
587,1.258261
588,1.254092
589,1.224478
590,1.259310
591,1.203400
592,1.293329
593,1.295160
594,1.240420
595,1.180111
596,1.272342
597,1.209954
598,1.166158
599,1.189951
600,1.181456
601,1.250070
602,1.231794
603,1.273220
604,1.197916
605,1.287995
606,1.271225
607,1.195244
608,1.206880
609,1.200479
610,1.282147
611,1.204749
612,1.191472
613,1.289926
614,1.189396
615,1.245568
616,1.217589
617,1.162805
618,1.227608
619,1.226164
620,1.312993
621,1.180579
622,1.234857
623,1.257453
624,1.220895
625,1.212630
626,1.231493
627,1.189475
628,1.177317
629,1.215856
630,1.242019
631,1.250574
632,1.215339
633,1.149464
634,1.202905
635,1.215412
636,1.195553
637,1.236257
638,1.224372
639,1.224490
640,1.238491
641,1.172500
642,1.125876
643,1.169164
644,1.271247
645,1.204124
646,1.245963
647,1.236116
648,1.152922
649,1.157446
650,1.198974
651,1.190492
652,1.174873
653,1.181797
654,1.227110
655,1.159414
656,1.173609
657,1.218362
658,1.240219
659,1.185549
660,1.198651
661,1.214416
662,1.201026
663,1.294689
664,1.215101
665,1.198912
666,1.257914
667,1.209072
668,1.133507
669,1.174765
670,1.177709
671,1.184767
672,1.197731
673,1.152895
674,1.227995
675,1.249600
676,1.142910
677,1.269452
678,1.248513
679,1.182394
680,1.211761
681,1.173877
682,1.142180
683,1.213680
684,1.222770
685,1.209855
686,1.177863
687,1.135773
688,1.175948
689,1.180750
690,1.194583
691,1.157592
692,1.218637
693,1.138697
694,1.203300
695,1.205444
696,1.220185
697,1.202640
698,1.257770
699,1.222693
700,1.162754
701,1.179480
702,1.178958
703,1.145526
704,1.204103
705,1.132391
706,1.125244
707,1.245501
708,1.156680
709,1.181778
710,1.138383
711,1.152962
712,1.155719
713,1.210865
714,1.194692
715,1.209130
716,1.169404
717,1.183573
718,1.177904
719,1.195603
720,1.188223
721,1.115157
722,1.115336
723,1.215797
724,1.126402
725,1.152981
726,1.197370
727,1.167701
728,1.137478
729,1.121959
730,1.156086
731,1.201460
732,1.196467
733,1.220992
734,1.179946
735,1.177255
736,1.134343
737,1.134052
738,1.105474
739,1.196383
740,1.217315
741,1.194639
742,1.176685
743,1.197491
744,1.189610
745,1.139880
746,1.196938
747,1.193380
748,1.124943
749,1.164755
750,1.262138
751,1.106098
752,1.168608
753,1.171394
754,1.150582
755,1.152338
756,1.196693
757,1.157292
758,1.185286
759,1.198630
760,1.158638
761,1.148163
762,1.129722
763,1.177187
764,1.135429
765,1.218176
766,1.165904
767,1.131837
768,1.201521
769,1.154288
770,1.157114
771,1.183398
772,1.183599
773,1.170390
774,1.206193
775,1.169235
776,1.132808
777,1.211438
778,1.186446
779,1.205849
780,1.103512
781,1.209931
782,1.161894
783,1.114465
784,1.102857
785,1.152282
786,1.182385
787,1.138216
788,1.148290
789,1.121062
790,1.150651
791,1.154966
792,1.157721
793,1.152375
794,1.184875
795,1.194972
796,1.219559
797,1.113702
798,1.179325
799,1.221747
800,1.159077
801,1.139635
802,1.153629
803,1.199490
804,1.236952
805,1.121149
806,1.181015
807,1.123921
808,1.212674
809,1.181716
810,1.160085
811,1.182300
812,1.174516
813,1.208118
814,1.135659
815,1.150114
816,1.168924
817,1.102038
818,1.145657
819,1.119720
820,1.116592
821,1.195373
822,1.124294
823,1.143333
824,1.188712
825,1.132712
826,1.161080
827,1.169212
828,1.128760
829,1.149761
830,1.176706
831,1.123315
832,1.174749
833,1.094339
834,1.139832
835,1.179359
836,1.138719
837,1.141752
838,1.130736
839,1.125185
840,1.162045
841,1.174617
842,1.098584
843,1.079442
844,1.150557
845,1.095291
846,1.128915
847,1.181327
848,1.118544
849,1.152271
850,1.057260
851,1.118424
852,1.158906
853,1.063514
854,1.184667
855,1.156743
856,1.073747
857,1.095129
858,1.209884
859,1.150566
860,1.139652
861,1.134066
862,1.090947
863,1.088755
864,1.133472
865,1.132465
866,1.161857
867,1.157056
868,1.149479
869,1.150591
870,1.139721
871,1.088546
872,1.165401
873,1.175988
874,1.115768
875,1.112634
876,1.115356
877,1.151788
878,1.191273
879,1.152897
880,1.214817
881,1.146541
882,1.190084
883,1.136660
884,1.090084
885,1.067901
886,1.098534
887,1.180902
888,1.061081
889,1.155180
890,1.094949
891,1.148699
892,1.069779
893,1.100300
894,1.099959
895,1.068327
896,1.173747
897,1.084731
898,1.124516
899,1.115947
900,1.113487
901,1.123054
902,1.168602
903,1.168900
904,1.112552
905,1.136396
906,1.146202
907,1.135639
908,1.170681
909,1.067797
910,1.161114
911,1.083178
912,1.174563
913,1.201168
914,1.108838
915,1.012709
916,1.068630
917,1.086307
918,1.136658
919,1.143557
920,1.080168
921,1.033439
922,1.178765
923,1.075890
924,1.116621
925,1.076419
926,1.125740
927,1.150401
928,1.050279
929,1.172715
930,1.101790
931,1.112105
932,1.122299
933,1.150120
934,1.164660
935,1.070637
936,1.119157
937,1.117495
938,1.147862
939,1.136923
940,1.102436
941,1.063407
942,1.110504
943,1.121187
944,1.096917
945,1.158839
946,1.096389
947,1.088680
948,1.080378
949,1.176700
950,1.168417
951,1.072141
952,1.151845
953,1.054819
954,1.117635
955,1.122560
956,1.130787
957,1.071767
958,1.108963
959,1.134300
960,1.136698
961,1.108642
962,1.146820
963,1.109569
964,1.112028
965,1.109502
966,1.164528
967,1.097088
968,1.074812
969,1.045057
970,1.125162
971,1.138220
972,1.094152
973,1.098080
974,1.142995
975,1.027184
976,1.088723
977,1.092579
978,1.131451
979,1.068374
980,1.139730
981,1.084396
982,1.118455
983,1.151755
984,1.041608
985,1.152024
986,1.088896
987,1.084092
988,1.059899
989,1.119726
990,1.064048
991,1.061152
992,1.113543
993,1.082471
994,1.110773
995,1.046633
996,1.132821
997,1.148828
998,1.039013
999,1.196985
1000,1.076016
1001,1.120364
1002,1.114778
1003,1.107933
1004,1.065608
1005,1.162694
1006,1.071153
1007,1.096034
1008,1.032418
1009,1.047322
1010,1.083195
1011,1.093083
1012,1.119228
1013,1.089114
1014,1.134706
1015,1.081278
1016,1.097569
1017,1.119624
1018,1.080464
1019,1.120212
1020,1.113737
1021,1.043629
1022,1.050536
1023,1.162701
1024,1.033963
1025,1.127307
1026,1.063372
1027,1.093853
1028,1.115050
1029,1.098185
1030,1.141548
1031,1.060007
1032,1.129739
1033,1.085227
1034,1.014442
1035,1.094907
1036,1.066595
1037,1.046292
1038,1.142597
1039,1.110204
1040,1.068425
1041,0.999657
1042,1.111260
1043,1.090649
1044,1.030726
1045,1.041050
1046,1.058114
1047,1.069558
1048,1.030799
1049,1.102388
1050,1.075937
1051,1.137286
1052,1.059449
1053,1.051489
1054,1.061270
1055,1.082222
1056,1.077489
1057,1.085767
1058,1.106913
1059,1.091737
1060,1.073314
1061,1.107925
1062,1.023903
1063,1.104593
1064,1.125404
1065,1.045193
1066,1.042916
1067,1.103107
1068,1.100466
1069,1.122544
1070,1.088628
1071,1.071132
1072,1.069394
1073,1.075004
1074,1.104538
1075,1.069452
1076,1.126848
1077,1.081776
1078,1.109468
1079,1.121276
1080,0.998635
1081,1.113324
1082,1.133842
1083,1.139367
1084,1.055867
1085,1.060572
1086,1.053105
1087,0.985861
1088,1.101829
1089,1.082350
1090,1.122409
1091,1.130455
1092,1.026253
1093,1.032680
1094,1.027138
1095,1.105321
1096,1.059207
1097,1.125311
1098,1.152871
1099,1.068033
1100,1.073233
1101,1.112872
1102,1.115041
1103,1.100095
1104,1.021651
1105,1.072884
1106,1.071278
1107,1.020015
1108,1.113605
1109,1.089437
1110,1.127691
1111,1.090448
1112,1.068707
1113,1.073950
1114,1.122211
1115,1.115213
1116,1.082169
1117,1.153418
1118,1.021018
1119,1.141364
1120,1.095298
1121,1.075758
1122,1.039463
1123,1.080815
1124,1.050168
1125,1.034368
1126,1.050836
1127,1.078696
1128,1.032124
1129,1.070505
1130,1.053003
1131,1.076644
1132,1.035698
1133,1.070976
1134,1.047814
1135,1.055579
1136,1.090205
1137,1.028055
1138,1.108531
1139,1.103660
1140,1.064948
1141,1.067982
1142,1.066942
1143,1.091009
1144,1.052262
1145,1.059210
1146,1.115489
1147,1.039452
1148,1.036486
1149,1.033833
1150,1.074325
1151,1.108631
1152,1.105099
1153,1.061252
1154,1.029885
1155,1.047471
1156,1.087020
1157,1.093232
1158,1.055318
1159,1.096252
1160,1.141694
1161,1.132454
1162,1.039164
1163,0.992998
1164,1.045855
1165,1.060397
1166,1.046374
1167,1.171070
1168,1.041419
1169,0.998925
1170,1.081931
1171,1.010134
1172,1.075556
1173,1.056779
1174,1.102252
1175,1.132920
1176,1.090376
1177,1.055707
1178,1.033555
1179,1.039127
1180,1.047339
1181,1.026829
1182,1.054811
1183,1.069921
1184,1.084298
1185,1.045948
1186,1.058052
1187,1.002187
1188,1.029649
1189,1.048473
1190,1.043356
1191,1.041761
1192,1.144553
1193,1.042644
1194,1.092579
1195,1.152874
1196,0.988014
1197,1.006251
1198,1.073802
1199,1.050622
1200,1.081440
1201,1.083496
1202,1.064360
1203,1.058023
1204,1.057655
1205,1.021599
1206,1.102437
1207,1.090584
1208,1.059237
1209,1.034911
1210,1.058169
1211,1.070277
1212,1.025243
1213,1.061479
1214,1.103967
1215,1.029707
1216,1.010890
1217,1.075600
1218,1.086668
1219,1.101307
1220,1.057305
1221,1.058372
1222,1.061156
1223,1.026985
1224,1.043745
1225,1.034436
1226,1.041704
1227,1.056182
1228,1.028902
1229,1.116962
1230,1.049700
1231,1.071571
1232,1.048558
1233,1.075639
1234,1.093014
1235,1.037048
1236,1.082552
1237,1.091629
1238,1.118385
1239,1.058511
1240,1.113296
1241,1.040614
1242,1.048034
1243,1.051251
1244,1.069019
1245,1.097846
1246,1.043991
1247,1.096236
1248,1.024178
1249,1.076200
1250,1.006110
1251,0.996005
1252,0.992149
1253,1.058942
1254,1.058387
1255,0.999950
1256,1.113964
1257,1.061402
1258,1.010790
1259,1.067718
1260,1.013307
1261,1.103019
1262,1.070338
1263,1.045639
1264,1.062065
1265,1.060951
1266,1.054286
1267,1.079679
1268,1.092681
1269,1.040672
1270,1.053731
1271,1.081212
1272,1.060160
1273,1.057421
1274,1.025349
1275,1.054591
1276,1.026060
1277,1.023504
1278,1.062989
1279,1.090433
1280,1.023428
1281,1.079108
1282,1.042672
1283,1.076875
1284,1.040745
1285,1.042147
1286,1.067530
1287,1.056914
1288,0.989976
1289,0.988000
1290,1.048239
1291,1.021081
1292,1.032274
1293,1.044648
1294,1.000546
1295,1.037910
1296,1.073601
1297,1.036382
1298,1.086029
1299,1.064989
1300,1.053440
1301,1.075187
1302,1.067070
1303,1.065945
1304,1.089855
1305,1.062562
1306,1.068779
1307,1.067033
1308,1.021971
1309,1.048363
1310,0.964848
1311,1.055728
1312,1.011557
1313,1.037304
1314,1.007581
1315,1.064707
1316,1.083740
1317,0.996141
1318,1.033115
1319,1.064557
1320,0.989335
1321,0.986828
1322,1.090303
1323,1.041900
1324,1.021406
1325,1.020543
1326,1.057629
1327,1.065606
1328,1.040095
1329,1.080472
1330,0.950160
1331,1.044895
1332,1.049310
1333,1.012858
1334,1.092167
1335,1.058145
1336,1.102392
1337,1.087521
1338,1.079189
1339,1.076664
1340,1.048770
1341,1.036227
1342,1.028332
1343,1.079171
1344,1.040278
1345,1.071100
1346,1.045221
1347,1.047151
1348,1.086603
1349,1.060927
1350,1.003093
1351,1.036790
1352,0.995973
1353,1.040332
1354,1.069925
1355,1.054024
1356,1.042164
1357,1.040753
1358,1.044846
1359,0.998234
1360,1.000560
1361,1.043156
1362,1.072231
1363,1.012532
1364,1.032818
1365,1.016194
1366,1.036858
1367,1.021444
1368,0.999403
1369,1.038092
1370,1.065319
1371,0.985157
1372,1.031419
1373,1.025081
1374,1.025326
1375,1.016436
1376,1.067958
1377,1.027293
1378,0.958479
1379,0.993678
1380,1.020752
1381,1.048582
1382,1.024169
1383,1.007170
1384,1.077365
1385,1.052023
1386,1.071196
1387,1.025352
1388,1.032921
1389,0.979011
1390,1.028931
1391,1.056397
1392,1.014602
1393,1.088330
1394,1.044542
1395,1.041139
1396,1.010142
1397,1.041429
1398,1.001438
1399,1.010233
1400,1.076890
1401,1.015604
1402,1.048799
1403,1.055483
1404,1.061753
1405,1.052630
1406,1.071908
1407,1.056085
1408,1.066997
1409,1.033375
1410,1.036713
1411,1.070691
1412,0.965041
1413,1.061939
1414,0.995097
1415,1.037787
1416,1.061384
1417,1.133272
1418,1.061371
1419,1.006019
1420,1.021018
1421,0.949564
1422,1.062301
1423,1.064577
1424,1.036424
1425,1.003178
1426,0.999761
1427,1.040531
1428,1.063346
1429,1.011553
1430,0.985694
1431,1.055348
1432,1.049382
1433,1.036310
1434,1.035549
1435,1.095543
1436,1.006519
1437,0.980263
1438,1.103603
1439,1.079235
1440,1.089844
1441,1.058035
1442,1.011595
1443,1.032724
1444,1.063319
1445,0.984182
1446,0.993725
1447,1.010300
1448,0.959295
1449,1.023378
1450,1.067021
1451,0.988343
1452,0.969963
1453,1.074450
1454,1.047737
1455,1.038462
1456,1.018131
1457,1.035624
1458,1.024394
1459,0.983170
1460,0.990759
1461,1.047221
1462,1.017154
1463,1.036096
1464,0.994279
1465,0.987400
1466,1.014374
1467,0.964419
1468,1.041322
1469,1.031783
1470,1.053159
1471,1.083880
1472,1.018776
1473,1.004100
1474,1.018750
1475,1.025396
1476,0.959553
1477,1.048566
1478,1.036112
1479,1.002536
1480,1.014941
1481,0.985845
1482,1.027550
1483,1.093820
1484,1.044579
1485,0.973664
1486,1.033766
1487,0.987869
1488,1.024419
1489,1.002715
1490,1.058708
1491,0.995271
1492,0.979947
1493,1.011550
1494,1.013585
1495,1.018786
1496,0.966478
1497,1.005415
1498,0.974515
1499,0.947959
1500,0.999755
1501,0.987098
1502,0.959835
1503,0.988147
1504,1.043507
1505,1.049223
1506,1.009602
1507,1.051414
1508,1.043579
1509,1.017346
1510,1.013997
1511,0.993246
1512,1.022829
1513,1.010658
1514,0.998842
1515,0.975613
1516,1.035793
1517,0.968026
1518,1.060437
1519,1.034941
1520,1.026854
1521,0.956537
1522,0.993120
1523,0.992944
1524,0.997414
1525,0.991661
1526,1.005787
1527,0.983040
1528,1.023659
1529,0.976114
1530,1.004119
1531,0.995524
1532,1.015657
1533,1.001640
1534,0.992771
1535,1.057521
1536,1.031056
1537,1.006171
1538,1.011358
1539,1.022128
1540,0.965527
1541,0.989154
1542,0.967756
1543,1.019894
1544,0.986293
1545,0.958287
1546,1.035182
1547,1.023999
1548,0.985989
1549,1.080861
1550,1.064139
1551,0.984835
1552,1.005253
1553,1.043745
1554,1.010165
1555,0.998474
1556,0.949285
1557,0.985508
1558,1.003255
1559,1.089600
1560,1.041194
1561,1.031895
1562,1.018297
1563,0.930537
1564,0.995269
1565,1.026939
1566,1.038381
1567,0.940900
1568,1.002632
1569,1.018249
1570,0.968802
1571,0.950154
1572,1.023225
1573,0.986659
1574,0.987647
1575,0.990192
1576,0.973534
1577,1.065567
1578,1.029701
1579,1.010013
1580,0.995435
1581,1.030012
1582,1.002884
1583,0.994555
1584,1.035314
1585,1.046829
1586,0.947849
1587,1.017572
1588,1.026901
1589,0.975701
1590,0.957918
1591,1.026135
1592,1.013965
1593,1.015966
1594,1.026947
1595,1.043859
1596,0.976678
1597,1.005737
1598,1.007949
1599,1.050583
1600,0.996083
1601,0.981943
1602,1.022136
1603,1.001681
1604,0.994035
1605,1.000143
1606,1.031160
1607,1.017378
1608,1.046575
1609,0.911778
1610,1.027406
1611,0.963644
1612,0.995081
1613,1.064093
1614,1.011554
1615,0.965597
1616,0.935226
1617,1.040588
1618,0.941346
1619,0.959813
1620,0.921005
1621,1.014951
1622,0.982369
1623,0.992545
1624,0.969570
1625,0.993432
1626,1.006792
1627,0.999325
1628,1.004450
1629,1.017101
1630,1.001734
1631,0.971105
1632,1.025382
1633,0.993131
1634,1.020659
1635,1.029594
1636,1.018766
1637,1.012274
1638,0.991860
1639,0.969791
1640,0.950561
1641,1.090523
1642,0.974068
1643,0.978702
1644,1.061157
1645,0.975515
1646,0.993771
1647,0.965612
1648,1.051548
1649,1.026271
1650,0.959960
1651,0.962703
1652,0.970820
1653,0.938620
1654,1.007687
1655,1.000358
1656,0.989905
1657,1.027085
1658,1.032290
1659,1.010612
1660,1.006467
1661,1.002857
1662,1.007491
1663,0.918827
1664,1.028544
1665,1.004704
1666,1.036531
1667,0.983686
1668,0.983335
1669,0.957709
1670,1.006197
1671,1.023226
1672,0.950048
1673,0.998169
1674,1.000615
1675,1.013084
1676,1.041903
1677,0.954977
1678,1.078316
1679,0.981792
1680,1.021096
1681,1.032915
1682,0.939290
1683,1.014984
1684,1.025736
1685,1.019116
1686,0.987473
1687,0.939655
1688,0.960302
1689,1.034281
1690,0.998534
1691,1.035629
1692,1.040789
1693,0.978056
1694,0.979173
1695,0.978920
1696,0.967158
1697,0.955717
1698,0.954055
1699,0.971700
1700,1.010647
1701,1.041676
1702,0.968826
1703,1.022941
1704,0.989686
1705,1.010455
1706,0.928771
1707,1.006536
1708,0.992796
1709,0.997834
1710,0.971844
1711,1.071968
1712,1.016133
1713,0.940148
1714,1.002006
1715,0.948071
1716,1.016010
1717,1.025856
1718,0.989577
1719,0.981426
1720,0.974495
1721,0.946261
1722,0.982771
1723,0.947187
1724,0.944160
1725,0.981334
1726,1.034749
1727,0.960634
1728,0.992699
1729,0.952467
1730,0.981555
1731,0.988548
1732,0.936923
1733,0.917569
1734,0.961685
1735,0.998016
1736,1.051378
1737,0.992373
1738,1.037823
1739,0.957411
1740,0.992007
1741,1.040537
1742,1.031597
1743,0.956135
1744,1.014814
1745,0.925544
1746,1.007232
1747,1.030046
1748,0.940483
1749,0.976612
1750,0.958476
1751,1.007649
1752,0.949901
1753,1.041017
1754,0.997662
1755,1.025623
1756,1.011993
1757,1.051855
1758,0.965174
1759,0.978634
1760,1.016439
1761,0.985928
1762,1.025665
1763,1.006353
1764,1.003953
1765,0.964699
1766,0.951134
1767,1.019408
1768,0.954364
1769,1.032093
1770,0.945941
1771,1.055322
1772,0.944430
1773,1.026538
1774,0.963022
1775,0.984048
1776,1.040868
1777,0.961392
1778,0.972730
1779,0.985267
1780,1.000643
1781,0.983402
1782,0.967341
1783,1.037070
1784,0.966135
1785,1.008050
1786,1.018578
1787,1.024255
1788,1.005072
1789,0.993473
1790,0.988371
1791,0.988297
1792,0.989326
1793,0.999913
1794,0.952696
1795,0.974489
1796,1.001698
1797,0.981757
1798,0.987196
1799,0.946502
1800,0.993853
1801,1.100448
1802,0.984398
1803,0.963501
1804,0.993511
1805,0.935111
1806,0.992741
1807,1.067479
1808,0.969189
1809,1.042915
1810,0.976805
1811,0.964822
1812,0.978657
1813,1.041186
1814,0.921455
1815,1.001587
1816,0.948927
1817,0.960488
1818,0.979629
1819,1.042538
1820,0.998962
1821,1.012509
1822,1.027429
1823,0.991201
1824,1.006936
1825,0.935930
1826,0.993936
1827,0.976909
1828,0.972481
1829,0.974320
1830,0.986676
1831,1.005741
1832,1.012790
1833,0.973415
1834,0.991144
1835,1.002809
1836,0.968013
1837,1.012104
1838,0.980078
1839,1.017755
1840,1.018470
1841,0.919812
1842,0.971482
1843,0.968029
1844,0.976246
1845,0.955536
1846,1.020753
1847,1.014784
1848,0.956143
1849,0.922747
1850,0.980012
1851,0.966741
1852,1.008329
1853,0.995602
1854,1.008916
1855,0.933985
1856,0.948347
1857,1.032515
1858,0.967133
1859,0.979134
1860,0.966971
1861,0.962132
1862,0.929626
1863,0.965256
1864,0.947668
1865,0.976156
1866,1.030178
1867,0.989208
1868,0.995949
1869,1.001509
1870,0.975751
1871,0.989654
1872,0.956155
1873,0.996629
